id,source_file,window_start,window_end,start_time,end_time,caption,question,answer,risk_level,driving_style,llm_model,generation_status
obd_000073,new_data/Etanol/trackLog-2023-Mar-06_06-43-11_seg.csv,0,23,06-Mar-2023 06:43:24.532,06-Mar-2023 06:43:47.527,"Janela com velocidade media de 14.8 km/h, RPM medio de 1640, carga 50%, acelerador 19% e paradas 4%.",O trecho mostra conducao suave e eficiente?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000074,new_data/Etanol/trackLog-2023-Mar-06_06-43-11_seg.csv,48,71,06-Mar-2023 06:44:12.528,06-Mar-2023 06:44:35.527,"Janela com velocidade media de 1.3 km/h, RPM medio de 904, carga 38%, acelerador 15% e paradas 71%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000075,new_data/Etanol/trackLog-2023-Mar-06_06-43-11_seg.csv,96,119,06-Mar-2023 06:45:00.527,06-Mar-2023 06:45:23.527,"Janela com velocidade media de 32.3 km/h, RPM medio de 1710, carga 55%, acelerador 20% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000076,new_data/Etanol/trackLog-2023-Mar-06_06-43-11_seg.csv,144,167,06-Mar-2023 06:45:48.525,06-Mar-2023 06:46:11.525,"Janela com velocidade media de 0.0 km/h, RPM medio de 775, carga 38%, acelerador 14% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000077,new_data/Etanol/trackLog-2023-Mar-06_06-43-11_seg.csv,192,215,06-Mar-2023 06:46:36.526,06-Mar-2023 06:46:59.525,"Janela com velocidade media de 38.2 km/h, RPM medio de 1774, carga 54%, acelerador 20% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000078,new_data/Etanol/trackLog-2023-Mar-06_06-43-11_seg.csv,240,263,06-Mar-2023 06:47:24.525,06-Mar-2023 06:47:47.525,"Janela com velocidade media de 0.0 km/h, RPM medio de 773, carga 36%, acelerador 14% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000079,new_data/Etanol/trackLog-2023-Mar-07_06-42-36_ter.csv,0,23,07-Mar-2023 06:43:11.312,07-Mar-2023 06:43:34.309,"Janela com velocidade media de 15.0 km/h, RPM medio de 1443, carga 48%, acelerador 18% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000080,new_data/Etanol/trackLog-2023-Mar-07_06-42-36_ter.csv,48,71,07-Mar-2023 06:43:59.308,07-Mar-2023 06:44:22.309,"Janela com velocidade media de 1.2 km/h, RPM medio de 819, carga 37%, acelerador 14% e paradas 62%.",Este padrao sugere condução em congestionamento?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000081,new_data/Etanol/trackLog-2023-Mar-07_06-42-36_ter.csv,96,119,07-Mar-2023 06:44:47.309,07-Mar-2023 06:45:10.308,"Janela com velocidade media de 13.5 km/h, RPM medio de 1389, carga 53%, acelerador 19% e paradas 46%.",O trecho mostra conducao suave e eficiente?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000082,new_data/Etanol/trackLog-2023-Mar-07_06-42-36_ter.csv,144,167,07-Mar-2023 06:45:35.309,07-Mar-2023 06:45:58.308,"Janela com velocidade media de 1.2 km/h, RPM medio de 802, carga 36%, acelerador 14% e paradas 92%.",As paradas sao frequentes neste intervalo?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000083,new_data/Etanol/trackLog-2023-Mar-07_06-42-36_ter.csv,192,215,07-Mar-2023 06:46:23.308,07-Mar-2023 06:46:46.312,"Janela com velocidade media de 6.2 km/h, RPM medio de 1033, carga 43%, acelerador 16% e paradas 62%.",As paradas sao frequentes neste intervalo?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000084,new_data/Etanol/trackLog-2023-Mar-07_06-42-36_ter.csv,240,263,07-Mar-2023 06:47:11.310,07-Mar-2023 06:47:34.311,"Janela com velocidade media de 1.9 km/h, RPM medio de 824, carga 37%, acelerador 14% e paradas 67%.",Este padrao sugere condução em congestionamento?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000085,new_data/Etanol/trackLog-2023-Mar-08_06-35-59_qua.csv,0,23,08-Mar-2023 06:36:08.459,08-Mar-2023 06:36:31.456,"Janela com velocidade media de 9.2 km/h, RPM medio de 1339, carga 46%, acelerador 17% e paradas 25%.",O comportamento do veiculo esta equilibrado?,Nao ha indicios fortes de agressividade ou congestionamento.,baixo,normal,gemma3:12b,template
obd_000086,new_data/Etanol/trackLog-2023-Mar-08_06-35-59_qua.csv,48,71,08-Mar-2023 06:36:56.455,08-Mar-2023 06:37:19.458,"Janela com velocidade media de 15.5 km/h, RPM medio de 1379, carga 42%, acelerador 17% e paradas 4%.",O trecho mostra conducao suave e eficiente?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000087,new_data/Etanol/trackLog-2023-Mar-08_06-35-59_qua.csv,96,119,08-Mar-2023 06:37:44.457,08-Mar-2023 06:38:07.455,"Janela com velocidade media de 4.3 km/h, RPM medio de 982, carga 42%, acelerador 15% e paradas 71%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000088,new_data/Etanol/trackLog-2023-Mar-08_06-35-59_qua.csv,144,167,08-Mar-2023 06:38:32.455,08-Mar-2023 06:38:55.460,"Janela com velocidade media de 36.4 km/h, RPM medio de 1460, carga 46%, acelerador 18% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000089,new_data/Etanol/trackLog-2023-Mar-08_06-35-59_qua.csv,192,215,08-Mar-2023 06:39:20.455,08-Mar-2023 06:39:43.457,"Janela com velocidade media de 0.0 km/h, RPM medio de 769, carga 35%, acelerador 14% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000090,new_data/Etanol/trackLog-2023-Mar-08_06-35-59_qua.csv,240,263,08-Mar-2023 06:40:08.457,08-Mar-2023 06:40:31.458,"Janela com velocidade media de 29.0 km/h, RPM medio de 1304, carga 39%, acelerador 17% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000091,new_data/Etanol/trackLog-2023-Mar-09_06-43-33_qui.csv,0,23,09-Mar-2023 06:44:04.048,09-Mar-2023 06:44:27.050,"Janela com velocidade media de 17.8 km/h, RPM medio de 1453, carga 47%, acelerador 18% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000092,new_data/Etanol/trackLog-2023-Mar-09_06-43-33_qui.csv,48,71,09-Mar-2023 06:44:52.050,09-Mar-2023 06:45:15.052,"Janela com velocidade media de 3.6 km/h, RPM medio de 1250, carga 47%, acelerador 17% e paradas 71%.",As paradas sao frequentes neste intervalo?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000093,new_data/Etanol/trackLog-2023-Mar-09_06-43-33_qui.csv,96,119,09-Mar-2023 06:45:40.050,09-Mar-2023 06:46:03.050,"Janela com velocidade media de 6.7 km/h, RPM medio de 829, carga 32%, acelerador 14% e paradas 62%.",As paradas sao frequentes neste intervalo?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000094,new_data/Etanol/trackLog-2023-Mar-09_06-43-33_qui.csv,144,167,09-Mar-2023 06:46:28.049,09-Mar-2023 06:46:51.052,"Janela com velocidade media de 6.5 km/h, RPM medio de 1068, carga 41%, acelerador 15% e paradas 62%.",Este padrao sugere condução em congestionamento?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000095,new_data/Etanol/trackLog-2023-Mar-09_06-43-33_qui.csv,192,215,09-Mar-2023 06:47:16.048,09-Mar-2023 06:47:39.051,"Janela com velocidade media de 2.7 km/h, RPM medio de 811, carga 33%, acelerador 14% e paradas 71%.",Este padrao sugere condução em congestionamento?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000096,new_data/Etanol/trackLog-2023-Mar-09_06-43-33_qui.csv,240,263,09-Mar-2023 06:48:04.050,09-Mar-2023 06:48:27.054,"Janela com velocidade media de 21.7 km/h, RPM medio de 1425, carga 50%, acelerador 18% e paradas 12%.",O comportamento indica foco em economia?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000097,new_data/Etanol/trackLog-2023-Mar-10_06-38-54_sex.csv,0,23,10-Mar-2023 06:39:13.238,10-Mar-2023 06:39:36.241,"Janela com velocidade media de 6.2 km/h, RPM medio de 1090, carga 40%, acelerador 15% e paradas 25%.",Ha sinais de condução dentro do padrao normal?,"Os sinais apontam para condução regular, sem picos relevantes.",baixo,normal,gemma3:12b,template
obd_000098,new_data/Etanol/trackLog-2023-Mar-10_06-38-54_sex.csv,48,71,10-Mar-2023 06:40:01.241,10-Mar-2023 06:40:24.240,"Janela com velocidade media de 16.0 km/h, RPM medio de 1358, carga 43%, acelerador 17% e paradas 0%.",O trecho mostra conducao suave e eficiente?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000099,new_data/Etanol/trackLog-2023-Mar-10_06-38-54_sex.csv,96,119,10-Mar-2023 06:40:49.241,10-Mar-2023 06:41:12.240,"Janela com velocidade media de 27.9 km/h, RPM medio de 1590, carga 48%, acelerador 18% e paradas 0%.",O padrao observado favorece economia de combustivel?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000100,new_data/Etanol/trackLog-2023-Mar-10_06-38-54_sex.csv,144,167,10-Mar-2023 06:41:37.239,10-Mar-2023 06:42:00.239,"Janela com velocidade media de 30.6 km/h, RPM medio de 1080, carga 25%, acelerador 14% e paradas 38%.",O comportamento indica foco em economia?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000101,new_data/Etanol/trackLog-2023-Mar-10_06-38-54_sex.csv,192,215,10-Mar-2023 06:42:25.241,10-Mar-2023 06:42:48.240,"Janela com velocidade media de 23.6 km/h, RPM medio de 1450, carga 46%, acelerador 17% e paradas 8%.",O comportamento indica foco em economia?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000102,new_data/Etanol/trackLog-2023-Mar-10_06-38-54_sex.csv,240,263,10-Mar-2023 06:43:13.243,10-Mar-2023 06:43:36.243,"Janela com velocidade media de 37.6 km/h, RPM medio de 1555, carga 52%, acelerador 19% e paradas 0%.",O comportamento indica foco em economia?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000103,new_data/Etanol/trackLog-2023-Mar-13_08-11-42_seg.csv,0,23,13-Mar-2023 08:11:58.391,13-Mar-2023 08:12:21.394,"Janela com velocidade media de 14.0 km/h, RPM medio de 1293, carga 43%, acelerador 17% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000104,new_data/Etanol/trackLog-2023-Mar-13_08-11-42_seg.csv,48,71,13-Mar-2023 08:12:46.394,13-Mar-2023 08:13:09.392,"Janela com velocidade media de 20.0 km/h, RPM medio de 1105, carga 36%, acelerador 15% e paradas 42%.",O trecho mostra conducao suave e eficiente?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000105,new_data/Etanol/trackLog-2023-Mar-13_08-11-42_seg.csv,96,119,13-Mar-2023 08:13:34.392,13-Mar-2023 08:13:57.394,"Janela com velocidade media de 14.8 km/h, RPM medio de 1267, carga 47%, acelerador 18% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000106,new_data/Etanol/trackLog-2023-Mar-13_08-11-42_seg.csv,144,167,13-Mar-2023 08:14:22.394,13-Mar-2023 08:14:45.391,"Janela com velocidade media de 8.4 km/h, RPM medio de 862, carga 37%, acelerador 14% e paradas 71%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000107,new_data/Etanol/trackLog-2023-Mar-13_08-11-42_seg.csv,192,215,13-Mar-2023 08:15:10.391,13-Mar-2023 08:15:33.396,"Janela com velocidade media de 42.4 km/h, RPM medio de 1519, carga 41%, acelerador 18% e paradas 0%.",O padrao observado favorece economia de combustivel?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000108,new_data/Etanol/trackLog-2023-Mar-13_08-11-42_seg.csv,240,263,13-Mar-2023 08:15:58.391,13-Mar-2023 08:16:21.391,"Janela com velocidade media de 0.4 km/h, RPM medio de 779, carga 38%, acelerador 14% e paradas 88%.",As paradas sao frequentes neste intervalo?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000109,new_data/Etanol/trackLog-2023-Mar-14_06-39-58_ter.csv,0,23,14-Mar-2023 06:40:50.868,14-Mar-2023 06:41:13.869,"Janela com velocidade media de 11.9 km/h, RPM medio de 1384, carga 45%, acelerador 18% e paradas 12%.",O padrao observado favorece economia de combustivel?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000110,new_data/Etanol/trackLog-2023-Mar-14_06-39-58_ter.csv,48,71,14-Mar-2023 06:41:38.868,14-Mar-2023 06:42:01.868,"Janela com velocidade media de 0.5 km/h, RPM medio de 781, carga 40%, acelerador 14% e paradas 96%.",As paradas sao frequentes neste intervalo?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000111,new_data/Etanol/trackLog-2023-Mar-14_06-39-58_ter.csv,96,119,14-Mar-2023 06:42:26.866,14-Mar-2023 06:42:49.870,"Janela com velocidade media de 31.1 km/h, RPM medio de 1226, carga 37%, acelerador 16% e paradas 12%.",O trecho mostra conducao suave e eficiente?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000112,new_data/Etanol/trackLog-2023-Mar-14_06-39-58_ter.csv,144,167,14-Mar-2023 06:43:14.869,14-Mar-2023 06:43:37.867,"Janela com velocidade media de 0.0 km/h, RPM medio de 774, carga 37%, acelerador 14% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000113,new_data/Etanol/trackLog-2023-Mar-14_06-39-58_ter.csv,192,215,14-Mar-2023 06:44:02.870,14-Mar-2023 06:44:25.869,"Janela com velocidade media de 28.7 km/h, RPM medio de 1321, carga 34%, acelerador 15% e paradas 29%.",Este intervalo sugere estilo de conducao economico?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000114,new_data/Etanol/trackLog-2023-Mar-14_06-39-58_ter.csv,240,263,14-Mar-2023 06:44:50.870,14-Mar-2023 06:45:13.867,"Janela com velocidade media de 10.8 km/h, RPM medio de 1181, carga 46%, acelerador 17% e paradas 46%.",O comportamento indica foco em economia?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000115,new_data/Gasolina/trackLog-2023-Apr-03_06-39-38.csv,0,23,03-Apr-2023 06:40:34.917,03-Apr-2023 06:40:57.917,"Janela com velocidade media de 9.7 km/h, RPM medio de 1312, carga 44%, acelerador 17% e paradas 17%.",Ha sinais de condução dentro do padrao normal?,Nao ha indicios fortes de agressividade ou congestionamento.,baixo,normal,gemma3:12b,template
obd_000116,new_data/Gasolina/trackLog-2023-Apr-03_06-39-38.csv,48,71,03-Apr-2023 06:41:22.918,03-Apr-2023 06:41:45.919,"Janela com velocidade media de 2.6 km/h, RPM medio de 820, carga 33%, acelerador 14% e paradas 83%.",As paradas sao frequentes neste intervalo?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000117,new_data/Gasolina/trackLog-2023-Apr-03_06-39-38.csv,96,119,03-Apr-2023 06:42:10.918,03-Apr-2023 06:42:33.920,"Janela com velocidade media de 26.7 km/h, RPM medio de 1691, carga 53%, acelerador 20% e paradas 4%.",Ha indicios de conducao eficiente neste trecho?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000118,new_data/Gasolina/trackLog-2023-Apr-03_06-39-38.csv,144,167,03-Apr-2023 06:42:58.919,03-Apr-2023 06:43:21.919,"Janela com velocidade media de 0.0 km/h, RPM medio de 782, carga 35%, acelerador 14% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000119,new_data/Gasolina/trackLog-2023-Apr-03_06-39-38.csv,192,215,03-Apr-2023 06:43:46.919,03-Apr-2023 06:44:09.916,"Janela com velocidade media de 13.6 km/h, RPM medio de 1391, carga 50%, acelerador 18% e paradas 46%.",O padrao observado favorece economia de combustivel?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000120,new_data/Gasolina/trackLog-2023-Apr-03_06-39-38.csv,240,263,03-Apr-2023 06:44:34.918,03-Apr-2023 06:44:57.918,"Janela com velocidade media de 24.4 km/h, RPM medio de 1440, carga 53%, acelerador 18% e paradas 4%.",Ha indicios de conducao eficiente neste trecho?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000121,new_data/Gasolina/trackLog-2023-Apr-04_06-39-35.csv,0,23,04-Apr-2023 06:40:06.663,04-Apr-2023 06:40:29.663,"Janela com velocidade media de 15.6 km/h, RPM medio de 1352, carga 47%, acelerador 18% e paradas 0%.",O padrao observado favorece economia de combustivel?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000122,new_data/Gasolina/trackLog-2023-Apr-04_06-39-35.csv,48,71,04-Apr-2023 06:40:54.661,04-Apr-2023 06:41:17.661,"Janela com velocidade media de 4.8 km/h, RPM medio de 1130, carga 42%, acelerador 16% e paradas 58%.",Este padrao sugere condução em congestionamento?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000123,new_data/Gasolina/trackLog-2023-Apr-04_06-39-35.csv,96,119,04-Apr-2023 06:41:42.662,04-Apr-2023 06:42:05.663,"Janela com velocidade media de 20.5 km/h, RPM medio de 1484, carga 51%, acelerador 18% e paradas 12%.",O trecho mostra conducao suave e eficiente?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000124,new_data/Gasolina/trackLog-2023-Apr-04_06-39-35.csv,144,167,04-Apr-2023 06:42:30.663,04-Apr-2023 06:42:53.661,"Janela com velocidade media de 47.5 km/h, RPM medio de 1622, carga 57%, acelerador 19% e paradas 0%.",O padrao observado favorece economia de combustivel?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000125,new_data/Gasolina/trackLog-2023-Apr-04_06-39-35.csv,192,215,04-Apr-2023 06:43:18.661,04-Apr-2023 06:43:41.663,"Janela com velocidade media de 0.0 km/h, RPM medio de 771, carga 36%, acelerador 14% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000126,new_data/Gasolina/trackLog-2023-Apr-04_06-39-35.csv,240,263,04-Apr-2023 06:44:06.663,04-Apr-2023 06:44:29.664,"Janela com velocidade media de 5.8 km/h, RPM medio de 1078, carga 45%, acelerador 16% e paradas 71%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000127,new_data/Gasolina/trackLog-2023-Apr-05_06-41-16.csv,0,23,05-Apr-2023 06:41:35.683,05-Apr-2023 06:41:58.685,"Janela com velocidade media de 2.4 km/h, RPM medio de 992, carga 36%, acelerador 15% e paradas 25%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000128,new_data/Gasolina/trackLog-2023-Apr-05_06-41-16.csv,48,71,05-Apr-2023 06:42:23.685,05-Apr-2023 06:42:46.686,"Janela com velocidade media de 18.2 km/h, RPM medio de 1310, carga 40%, acelerador 17% e paradas 0%.",O trecho mostra conducao suave e eficiente?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000129,new_data/Gasolina/trackLog-2023-Apr-05_06-41-16.csv,96,119,05-Apr-2023 06:43:11.683,05-Apr-2023 06:43:34.684,"Janela com velocidade media de 8.8 km/h, RPM medio de 1247, carga 46%, acelerador 17% e paradas 54%.",O comportamento do veiculo indica baixa fluidez no transito?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000130,new_data/Gasolina/trackLog-2023-Apr-05_06-41-16.csv,144,167,05-Apr-2023 06:43:59.686,05-Apr-2023 06:44:22.684,"Janela com velocidade media de 18.0 km/h, RPM medio de 1324, carga 44%, acelerador 17% e paradas 4%.",Ha indicios de conducao eficiente neste trecho?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000131,new_data/Gasolina/trackLog-2023-Apr-05_06-41-16.csv,192,215,05-Apr-2023 06:44:47.686,05-Apr-2023 06:45:10.686,"Janela com velocidade media de 29.5 km/h, RPM medio de 1367, carga 44%, acelerador 17% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000132,new_data/Gasolina/trackLog-2023-Apr-05_06-41-16.csv,240,263,05-Apr-2023 06:45:35.683,05-Apr-2023 06:45:58.686,"Janela com velocidade media de 45.1 km/h, RPM medio de 1600, carga 54%, acelerador 19% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000133,new_data/Gasolina/trackLog-2023-Apr-10_06-38-27.csv,0,23,10-Apr-2023 06:38:43.923,10-Apr-2023 06:39:06.923,"Janela com velocidade media de 15.5 km/h, RPM medio de 1363, carga 45%, acelerador 17% e paradas 4%.",Este intervalo sugere estilo de conducao economico?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000134,new_data/Gasolina/trackLog-2023-Apr-10_06-38-27.csv,48,71,10-Apr-2023 06:39:31.921,10-Apr-2023 06:39:54.922,"Janela com velocidade media de 0.0 km/h, RPM medio de 783, carga 34%, acelerador 14% e paradas 100%.",Este padrao sugere condução em congestionamento?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000135,new_data/Gasolina/trackLog-2023-Apr-10_06-38-27.csv,96,119,10-Apr-2023 06:40:19.922,10-Apr-2023 06:40:42.923,"Janela com velocidade media de 28.0 km/h, RPM medio de 1113, carga 31%, acelerador 14% e paradas 12%.",Este intervalo sugere estilo de conducao economico?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000136,new_data/Gasolina/trackLog-2023-Apr-10_06-38-27.csv,144,167,10-Apr-2023 06:41:07.920,10-Apr-2023 06:41:30.921,"Janela com velocidade media de 15.5 km/h, RPM medio de 1313, carga 46%, acelerador 17% e paradas 29%.",O comportamento indica foco em economia?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000137,new_data/Gasolina/trackLog-2023-Apr-10_06-38-27.csv,192,215,10-Apr-2023 06:41:55.923,10-Apr-2023 06:42:18.923,"Janela com velocidade media de 34.3 km/h, RPM medio de 1256, carga 34%, acelerador 16% e paradas 0%.",O trecho mostra conducao suave e eficiente?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000138,new_data/Gasolina/trackLog-2023-Apr-10_06-38-27.csv,240,263,10-Apr-2023 06:42:43.925,10-Apr-2023 06:43:06.924,"Janela com velocidade media de 9.5 km/h, RPM medio de 1105, carga 37%, acelerador 15% e paradas 58%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000139,new_data/Gasolina/trackLog-2023-Mar-20_06-34-51.csv,0,23,20-Mar-2023 06:35:55.173,20-Mar-2023 06:36:18.177,"Janela com velocidade media de 5.9 km/h, RPM medio de 1235, carga 41%, acelerador 16% e paradas 25%.",O comportamento do veiculo esta equilibrado?,O padrao e consistente com condução cotidiana.,baixo,normal,gemma3:12b,template
obd_000140,new_data/Gasolina/trackLog-2023-Mar-20_06-34-51.csv,48,71,20-Mar-2023 06:36:43.177,20-Mar-2023 06:37:06.177,"Janela com velocidade media de 9.7 km/h, RPM medio de 980, carga 34%, acelerador 14% e paradas 42%.",Os sinais indicam operacao regular do veiculo?,Variacoes moderadas indicam comportamento normal.,baixo,normal,gemma3:12b,template
obd_000141,new_data/Gasolina/trackLog-2023-Mar-20_06-34-51.csv,96,119,20-Mar-2023 06:37:31.177,20-Mar-2023 06:37:54.176,"Janela com velocidade media de 0.0 km/h, RPM medio de 774, carga 32%, acelerador 14% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000142,new_data/Gasolina/trackLog-2023-Mar-20_06-34-51.csv,144,167,20-Mar-2023 06:38:19.177,20-Mar-2023 06:38:42.177,"Janela com velocidade media de 35.4 km/h, RPM medio de 1472, carga 36%, acelerador 16% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000143,new_data/Gasolina/trackLog-2023-Mar-20_06-34-51.csv,192,215,20-Mar-2023 06:39:07.178,20-Mar-2023 06:39:30.177,"Janela com velocidade media de 14.3 km/h, RPM medio de 1141, carga 36%, acelerador 15% e paradas 12%.",Este intervalo sugere estilo de conducao economico?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000144,new_data/Gasolina/trackLog-2023-Mar-20_06-34-51.csv,240,263,20-Mar-2023 06:39:55.178,20-Mar-2023 06:40:18.178,"Janela com velocidade media de 7.4 km/h, RPM medio de 911, carga 33%, acelerador 14% e paradas 42%.",Os sinais indicam operacao regular do veiculo?,Nao ha indicios fortes de agressividade ou congestionamento.,baixo,normal,gemma3:12b,template
